Author,Title,Text,Date
Caroline Criado Perez,Invisible Women,"[Note]  At the turn of the twentieth century, award-winning British engineer, physicist and inventor Hertha Ayrton remarked that while errors overall are ‘notoriously hard to kill […] an error that ascribes to a man what was actually the work of a woman has more lives than a cat’. She was right. Textbooks still routinely name Thomas Hunt Morgan as the person who discovered that sex was determined by chromosomes rather than environment, despite the fact that it was Nettie Stevens’ experiments on mealworms that established this – and despite the existence of correspondence between them where Morgan writes to ask Stevens for details of her experiment. 75",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] A man I briefly dated tried to win arguments with me by telling me I was blinded by ideology. I couldn’t see the world objectively, he said, or rationally, because I was a feminist and I saw everything ",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] Pierre Bourdieu wrote in 1977 that ‘what is essential goes without saying because it comes without saying: the tradition is silent, not least about itself as a tradition’.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] On the whole, engineers focus mostly on ‘mobility related to employment’. Fixed labour times create peak travel hours, and planners need to know the maximum capacity that infrastructure can support. ‘So there’s a technical reason for planning for peak hours,’ Sánchez de Madariaga acknowledges. But needing to plan for peak hours doesn’t explain why female travel (which doesn’t tend to fit into peak hours, and therefore ‘doesn’t affect the maximum capacity of systems’) gets ignored. The available research makes bias towards typically male modes of travel clear. The United Nations Commission on the Status of Women found ‘a male bias’ in transport planning and a failure to address gender ‘in system configuration’.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] A 2015 survey found that 12.5% of women in Mumbai’s slums defecate in the open at night: they ‘prefer to take this risk to walking 58 metres, the average distance of the community toilet from their homes’. 19",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] But women don’t report these behaviours, because who could they report them to? Until the emergence of groups like ‘EverydaySexism’ and ‘Hollaback’, which give women a space in which they can talk about the intimidating-but-just-short-of-criminal behaviours they face in public spaces on a daily basis, public awareness of this behaviour was more or less non-existent. When police in Nottingham started recording misogynistic behaviour (everything from indecent exposure, to groping, to upskirting) as a hate crime (or if the behaviour was not strictly criminal, a hate incident), they found reports shot up – not because men had suddenly got much worse, but because women felt that they would be taken seriously.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] In India (Delhi was ranked the fourth most dangerous public transport system in the world for women in 2014) following what came to be known as the ‘Delhi gang rape’, women are taking data collection into their own hands. 79 ",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] By the end of the day, 24 October 1975 came to be known by Icelandic men as ‘the long Friday’. 1   Supermarkets sold out of sausages – ‘the favourite ready meal of the time’. Offices were suddenly flooded with children hopped up on the sweets they had been bribed with in an effort to make them behave. Schools, nurseries, fish factories all either shut down or ran at reduced capacity. And the women? Well, the women were having a Day Off. 1975 had been declared by the UN as a Women’s Year, and in Iceland women were determined to make it count. A committee was set up with representatives from Iceland’s five biggest women’s organisations. After some discussion they came up with the idea of a strike. On 24 October, no woman in Iceland would do a lick of work. No paid work, but also no cooking, no cleaning, no child care. Let the men of Iceland see how they coped without the invisible work women did every day to keep the country moving.",2023-08-10
Caroline Criado Perez,Invisible Women, – perhaps explaining why a 2010 Swedish study found that a mother’s future [Note]  earnings increase by an average of 7% for every month of leave taken by the father.,2023-08-10
Caroline Criado Perez,Invisible Women,"[Note]  Where in the 1960s only 1% of children drew female scientists, 28% do now. This is of course an improvement, but it is still far off reality. In the UK, women actually outnumber men in a huge range of science degrees: 86% of those studying polymers, 57% of those studying genetics, and 56% of those studying microbiology are female.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] Even after they were replaced by a machine, it took years before they were replaced by men. ENIAC, the world’s first fully functional digital computer, was unveiled in 1946, having been programmed by six women. 57  During the 1940s and 50s, women remained the dominant sex in programming, 58  and in 1967 Cosmopolitan  magazine published ‘The Computer Girls’, an article encouraging women into programming. 59  ‘It’s just like planning a dinner,’ explained computing pioneer Grace Hopper. ‘You have to plan ahead and schedule everything so that it’s ready when you need it. Programming requires patience and the ability to handle detail. Women are ‘naturals’ at computer programming.’ But it was in fact around this time that employers were starting to realise that programming was not the low-skilled clerical job they had once thought. It wasn’t like typing or filing. It required advanced problem-solving skills. And, brilliance bias being more powerful than objective reality (given women were already doing the programming, they clearly had these skills) industry leaders started ",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] In her 2018 retrospective of a lifetime spent researching women’s occupational health, Karen Messing, a geneticist and professor of biological sciences at Montreal University, writes that ‘there has still been no biomechanics research on the effects of breast size on lifting techniques associated with back pain’ 11  despite the fact that engineer Angela Tate of Memorial University alerted scientists to male bias in biomechanical studies back in the 1990s. Messing also points to women’s reports of work-related musculoskeletal pain still being treated with scepticism despite accumulating reports that pain systems function differently among women and men. 12  Meanwhile, we’ve only just noticed that nearly all pain studies have been done exclusively in male mice. The gender data gap in occupational health is sometimes attributed to the fact that men are more likely than women to die on the job. But while it is true that the most dramatic accidents are still dominated by male workers this isn’t the full story, because an accident at work is by no means the only way your job can kill you. In fact, it’s not even the most common way your job can kill you – not by a long shot. Every year, 8,000 people die from work-related cancers. 13  And although most research in this area has been done on men,",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] Women in the military are also affected by equipment designed around the male body. In the course of my research I came across the impressively named tactile situation awareness system (TSAS): a vest designed for airforce pilots and fitted with thirty-two sensors that vibrate if the pilot needs to correct her position; pilots can sometimes lose track of where they are in space and cannot tell if they are heading up or down. I say her, because a review of ‘Tactile Sensitivity and Human Tactile Interfaces’ explained that ‘The TSAS allows the pilot to always know his orientation with respect to the ground’. 42  The pronoun choice seems relevant given that the review later casually mentions that ‘[v]ibration is detected best on hairy, bony skin and is more difficult to detect on soft, fleshy areas of the body.’ Women make up 20% of the US airforce and given women have breasts and don’t tend to have particularly hairy chests, this sounds like it might be something of a problem for them. 43 Failing to account for female bodies in the military doesn’t just result in equipment that doesn’t work for women: it can injure them too. Women in the British Army have been found to be up to seven times more likely than men to suffer from musculoskeletal injuries, even if they have ‘the same aerobic fitness and strength’. They are ten times more likely than men to suffer from hip and pelvic stress fractures.",2023-08-10
Caroline Criado Perez,Invisible Women,"Auto-plastics factories  [Note] tend not to be part of the big car companies like Ford. They are usually arms-length suppliers, ‘who tend to be non-unionised and tend to be able to get away with more employment-standard violations’, Rochon Ford tells me. It doesn’t help that Windsor, Ontario, the heart of the auto industry in Canada, has one of the highest unemployment rates in the country. The result is that workers know that if they demand better protections the response will be ‘Fine, you’re out of here. There’s ten women outside the door who want your job.’ We’ve heard factory workers tell us this in the exact same words,’ says Rochon Ford. If this sounds illegal, well, it may be. Over the past hundred years or so, a framework of employee rights has been established. They vary from country to country, but they tend to include a right to paid sick and maternity leave, a right to a set number of hours, and protection from unfair and/or sudden dismissal. But these rights only apply if you are an employee. And, increasingly, many workers are not. In many nail salons, technicians are technically independent contractors. This makes life much easier for the employers: the inherent risk of running a company based on consumer demand is passed on to workers, who have no guaranteed hours and no job security. Not enough customers today? Don’t come in and don’t get paid. Minor accident? You’re out of here, and forget about redundancy pay. In 2015 the New York Times  reported the story of manicurist Qing Lin, forty-seven, who splashed some nail-polish remover on a customer’s patent Prada sandals. 8",2023-08-10
Caroline Criado Perez,Invisible Women,"After giving birth, Maria ended up on a new university contract for just under three hours a week – the only hours on offer. She can, and does, work extra hours to cover staff absences, but the extra hours are often at short notice. And  [Note] here we run into the second major problem that disproportionately impacts on female workers: unpredictable, last-minute scheduling. As we’ve seen, women still do the vast majority of the world’s unpaid care work and, particularly when it comes to childcare, this makes irregular hours extremely difficult. This is partly because, in another case of having the data but failing to use it, British childcare provision has not caught up with the reality of how women are working. We know that 75% of UK families on low to middle incomes now work outside standard hours, but most formal childcare is still only available between 8 a.m. and 6 p.m. It must be booked and paid for well in advance, which is difficult if you don’t know when you’re going to need it. This problem is particularly acute for single parents (90% of whom in the UK are women 29  ) a group that has seen a 27% increase in temporary work. 30  And given Britain has one of the highest childcare costs in Europe, it’s also an expensive one.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] ‘This is when he grabbed me and hit me with the glass. I slumped to the ground and he was still pounding me. […] I fought him all the way down the hall. He put my head through the wall. There was blood on the walls from my elbows, my face.’ If this doesn’t sound like just another day in the office for you, be grateful that you’re not a health worker. Research has found that nurses are subjected to ‘more acts of violence than police officers or prison guards’. 42  In Ontario in 2014, the number of workplace injuries that required time off work from the healthcare sector ‘greatly outnumbered those in other sectors surveyed’. A recent US study similarly found that ‘healthcare workers required time off work due to violence four times more often than other types of injury’. 43 Following the research he conducted with fellow occupational health researcher Margaret Brophy, Jim Brophy concluded that the Canadian health sector was ‘one of the most toxic work environments that we had ever seen’. For their 2017 paper on the violence faced by Canadian healthcare workers the Brophys held focus groups where ‘people would regularly say, “Every day I go into work and I’m confronted with this.”’ When the Brophys pulled them up ",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] Voice corpora are not the only male-biased databases we’re using to produce what turn out to be male-biased algorithms. Text corpora (made up of a wide variety of texts from novels, to newspaper articles, to legal textbooks) are used to train translation software, CV-scanning software, and web search algorithms. And they are riddled with gendered data gaps. Searching the BNC 34  (100 million words from a wide range of late twentieth-century texts) I found that female pronouns consistently appeared at around half the rate of male pronouns. 35  The 520-million-word Corpus of Contemporary American English (COCA) also has a 2:1 male to female pronoun ratio despite including texts as recent as 2015. 36",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] The WBG found that investing 2% of GDP in public care services in the UK, US, Germany and Australia ‘would create almost as many jobs for men as investing in construction industries […] but would create up to four times as many jobs for women’. 70  In the US, where two-thirds of newly created care jobs would go to women compared to only one-third of newly created construction-sector jobs,",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] It was a similar story in New York which, in 2012, was found by Pew Research Center to be the most expensive state in the US for childcare. 80  The Center for American Progress found that before the city’s mayor introduced universal preschool ‘more than one-third of New York families waitlisted for childcare assistance lost their jobs or were unable to work’. In Los Angeles, where preschools face steep funding cuts, an estimated 6,000 mothers are set to give up about 1.5 million work hours, costing an annual total of $24.9 million in lost wages.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] This is likely to be a conservative estimate, because it’s based on current wages – and like properly paid paternity leave, publicly funded childcare has also been shown to lower the gender pay gap. In Denmark where all children are entitled to a full-time childcare place from the age of twenty-six weeks to six years, the gender wage gap in 2012 was around 7%, and had been falling for years. In the US, where childcare is not publicly provided until age five in most places, the pay gap in 2012 was almost double this and has stalled. 86 We like to think that the unpaid work women do is just about individual women caring for their individual family members to their own individual benefit. It isn’t. Women’s unpaid work is work that society depends on, and it is work from which society as a whole benefits. When the government cuts public services that we all pay for with our taxes, demand for those services doesn’t suddenly cease. The work is simply transferred onto women, with all the attendant negative impacts on female paid labour-participation   rates, and GDP. And so the unpaid work that women do isn’t simply a matter of ‘choice’. It is built into the system we have created – and it could just as easily be built out of it. We just need the will to start collecting the data, and then designing our economy around reality rather than a male-biased confection.",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] A zombie stat is a spurious statistic that just won’t die – in part because it feels intuitively right. In the case of the UK’s 2017 general election we needed an explanation for why, contrary to nearly all polling predictions, the Labour Party did so well. An unprecedented increase in youth turnout fitted the bill: Labour had courted the youth vote, the story went, and it had almost won. But then, in January 2018, new data emerged from the British Electoral Survey. 6  There was some debate over how definitive the data was, 7",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] The finding that engaging in ‘diversity-valuing behavior’ reminds people that a woman is in fact a woman perhaps explains how Sanders came to think that all Clinton said was ‘vote for me, I’m a woman’ – because the data shows that she certainly didn’t. A word-frequency analysis of her speeches by Vox journalist David Roberts revealed that Clinton ‘mostly talked about workers, jobs, education and the economy, exactly the things she was berated for neglecting. She mentioned jobs almost 600 times, racism, women’s rights and abortion a few dozen times each.’ But, pointed out US writer Rebecca Solnit in her London Review of Books  piece on the election, ‘she was assumed to be talking about her gender all the time, though it was everyone else who couldn’t shut up about it’. 21 What all of this means on a grander scale is that democracy is not a level playing field: it is biased against electing women. This is a problem, because male and female legislators inevitably bring different perspectives to politics. Women lead different lives to men because of both their sex and their gender. They are treated differently. They experience the world differently, and this leads to different needs and different priorities. Like a male-dominated product-development team, a male-dominated legislature will ",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] Patronising women is another manoeuvre, an infamous example being then British prime minister David Cameron’s ‘Calm down, dear’ to Labour MP Angela Eagle in 2011. 48  In the Inter-Parliamentary Union’s (IPU) 2016 global study on sexism, violence and harassment against female politicians, one MP from a European parliament said ‘if a woman speaks loudly in parliament she is “shushed” with a finger to the lips, as one does with children. That never happens when a man speaks loudly’. 49",2023-08-10
Caroline Criado Perez,Invisible Women,"Sometimes it’s not ‘just’ threats.  [Note] More than one in five female parliamentarians surveyed by the IPU had been ‘subjected to one or more acts of sexual violence’, while a third had witnessed sexual violence being committed against a female colleague. During the 2010 elections in Afghanistan, nearly all of the female candidates received threatening phone calls, 53  and some female MPs in the country require round-the-clock protection. 54",2023-08-10
Caroline Criado Perez,Invisible Women,"[Note] But simple adjustments like monitoring interruptions 79  and more formally allocating a set amount of time for each person to speak have both been shown to attenuate male dominance of debates. This is in fact what Glen Mazarra, a showrunner at FX TV drama The Shield  , did when he noticed that female writers weren’t speaking up in the writer’s room – or that when they did, they were interrupted and their ideas overtaken. He instituted a no-interruption policy while writers (male or female) were pitching. It worked – and, he says, ‘it made the entire team more effective’.",2023-08-10
