urls,ingredients,amount,units,pareto,purchase_unit,spice,price,purchase_size,individual_price,fullfillment
https://www.valdemarsro.dk/hakkeboeffer-med-bloede-loeg/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/carbonara_opskrift/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/regnbueis/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.75
https://www.valdemarsro.dk/jordbaerroulade/,piskefløde,2.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6428571428571429
https://www.valdemarsro.dk/chokolade-lagkage/,piskefløde,2.0,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/one-pot-pastaskruer-seranoskinke/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8571428571428571
https://www.valdemarsro.dk/pavlova/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.3571428571428571
https://www.valdemarsro.dk/enebaergryde/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.8888888888888888
https://www.valdemarsro.dk/kalvefrikasse/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7222222222222222
https://www.valdemarsro.dk/shepards-pie/,piskefløde,1.5,spsk,True,ml,0.0,500.0,27.0,500.0,0.8333333333333334
https://www.valdemarsro.dk/chokolade-lagkage/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/fyldte-chokolader/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.5454545454545454
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.9285714285714286
https://www.valdemarsro.dk/kylling-i-fad-med-groent/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.8947368421052632
https://www.valdemarsro.dk/roedgroed-med-floede/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6
https://www.valdemarsro.dk/chokolade-troefler/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5
https://www.valdemarsro.dk/tortellini-i-fad/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/fiskesuppe/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.7619047619047619
https://www.valdemarsro.dk/chokoladetaerte/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/safranboller/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7692307692307693
https://www.valdemarsro.dk/grillet-groentsagssuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/chokoladecreme/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5
https://www.valdemarsro.dk/svampe-stroganoff/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/hindbaerfromage/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.4444444444444444
https://www.valdemarsro.dk/rugbroedslagkage/,piskefløde,0.25,liter,True,ml,0.0,500.0,27.0,500.0,0.5454545454545454
https://www.valdemarsro.dk/eggnog-opskrift/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5454545454545454
https://www.valdemarsro.dk/kartoffelsuppe/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.8181818181818182
https://www.valdemarsro.dk/vegetar-tarteletter-med-svampe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/chokolade-banankage/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6923076923076923
https://www.valdemarsro.dk/jordbaersmoothie/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.1666666666666666
https://www.valdemarsro.dk/daim-islagkage/,piskefløde,2.5,dl,True,ml,0.0,500.0,27.0,500.0,0.3076923076923077
https://www.valdemarsro.dk/hjemmelavet-jordbaeris/,piskefløde,2.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/kanelis/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/one-pot-pasta-med-champignon-og-bacon/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.9333333333333332
https://www.valdemarsro.dk/lakselasagne/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.8333333333333334
https://www.valdemarsro.dk/othello-lagkage/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/bailey-fromage/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.75
https://www.valdemarsro.dk/klejner/,piskefløde,12.5,g,True,ml,0.0,500.0,27.0,500.0,0.6428571428571429
https://www.valdemarsro.dk/andesteg/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.5333333333333333
https://www.valdemarsro.dk/panna-cotta-med-kirsebaer/,piskefløde,2.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/paaskekage/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.625
https://www.valdemarsro.dk/aspargessuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/hasselnoeddeis/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8571428571428571
https://www.valdemarsro.dk/clafoutis-kirsebaerkage/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6363636363636364
https://www.valdemarsro.dk/chokolade-panna-cotta/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/frozen-yoghurt-med-honning/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/hindbaerfromage/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.4444444444444444
https://www.valdemarsro.dk/brombaeris-med-hvid-chokolade/,piskefløde,0.25,liter,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/graeskartaerte/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7
https://www.valdemarsro.dk/koteletter/,piskefløde,0.125,liter,True,ml,0.0,500.0,27.0,500.0,0.9
https://www.valdemarsro.dk/rabarbertrifli/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.7777777777777778
https://www.valdemarsro.dk/bounty-is/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5
https://www.valdemarsro.dk/hvid-pastasuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.75
https://www.valdemarsro.dk/rabarbertaerte/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/smaakager-med-marmelade/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.625
https://www.valdemarsro.dk/saltkaramel-muffins/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/groenkaalssuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8888888888888888
https://www.valdemarsro.dk/noeddepostej/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/butter_chicken/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.8888888888888888
https://www.valdemarsro.dk/svampe-i-flode/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/banoffee-pie/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5
https://www.valdemarsro.dk/risalamande/,piskefløde,2.0,dl,True,ml,0.0,500.0,27.0,500.0,0.7142857142857143
https://www.valdemarsro.dk/one-pot-pasta-med-kylling/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.8571428571428571
https://www.valdemarsro.dk/sarah-bernhardt-kager/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.375
https://www.valdemarsro.dk/flyvende-jacob/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.75
https://www.valdemarsro.dk/semlor/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.8
https://www.valdemarsro.dk/aeg-en-cocotte-med-svampe-og-skinke/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.7142857142857143
https://www.valdemarsro.dk/nye-kartofler/,piskefløde,1.0,spsk,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/kylling-cremet-sennepssauce/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.7894736842105263
https://www.valdemarsro.dk/nutella-noeddesmoer/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6
https://www.valdemarsro.dk/eton-mess/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.5555555555555556
https://www.valdemarsro.dk/risalamande-cheesecake/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.2941176470588235
https://www.valdemarsro.dk/lagkage-med-banan-og-chokolade/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.75
https://www.valdemarsro.dk/kylling-med-svampesauce/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.8235294117647058
https://www.valdemarsro.dk/asparges-og-kartofler-en-cocotte/,piskefløde,1.5,spsk,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/hokkaidosuppe/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.9047619047619048
https://www.valdemarsro.dk/graesk-farsbroed/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.875
https://www.valdemarsro.dk/kylling-stroganoff/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8666666666666667
https://www.valdemarsro.dk/vodka-pasta/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/lagkage-med-banan-og-chokolade/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.75
https://www.valdemarsro.dk/hjemmelavet-chokoladeis/,piskefløde,2.0,dl,True,ml,0.0,500.0,27.0,500.0,0.8333333333333334
https://www.valdemarsro.dk/gammeldags-aeblekage/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.8181818181818182
https://www.valdemarsro.dk/groent-paa-grill-bedste-fetadip/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/citronfromage/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.6363636363636364
https://www.valdemarsro.dk/salat-med-radiser-og-rygeostscreme/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.7777777777777778
https://www.valdemarsro.dk/karamel-med-store-lakridsstykker/,piskefløde,2.5,dl,True,ml,0.0,500.0,27.0,500.0,0.4
https://www.valdemarsro.dk/valnoeddelagkage/,piskefløde,4.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6875
https://www.valdemarsro.dk/pastapenne-med-tomatfloedesauce-og-roeget-laks/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.875
https://www.valdemarsro.dk/rabarber-panna-cotta/,piskefløde,2.5,dl,True,ml,0.0,500.0,27.0,500.0,0.3846153846153846
https://www.valdemarsro.dk/vegetar-lasagne/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.9615384615384616
https://www.valdemarsro.dk/vegetarisk-braendende-kaerlighed/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.9375
https://www.valdemarsro.dk/nem-pastaret-med-laks-og-basilikum/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.875
https://www.valdemarsro.dk/brun-sauce/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.55
https://www.valdemarsro.dk/kylling-fad/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8666666666666667
https://www.valdemarsro.dk/jordskokkesuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8235294117647058
https://www.valdemarsro.dk/paaskekage/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.625
https://www.valdemarsro.dk/matcha-troefler/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.3333333333333333
https://www.valdemarsro.dk/julepoptarts/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6153846153846154
https://www.valdemarsro.dk/kuller-i-cremet-dildsauce/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.8181818181818182
https://www.valdemarsro.dk/cookiesbars-opskrift/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.5333333333333333
https://www.valdemarsro.dk/fransk-landgryde/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.9375
https://www.valdemarsro.dk/toffifee/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/broccolisuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/lakrids-is/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.2
https://www.valdemarsro.dk/aertesuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.9
https://www.valdemarsro.dk/one-pot-pasta-med-spinat-og-aerter/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8461538461538461
https://www.valdemarsro.dk/stuvet-hvidkaal/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8888888888888888
https://www.valdemarsro.dk/othello-lagkage/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/citronfromage/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6363636363636364
https://www.valdemarsro.dk/moerbradboeffer-med-bloede-loeg/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.8
https://www.valdemarsro.dk/othello-lagkage/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/hindbaermoussekage/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/waldorfsalat/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.8888888888888888
https://www.valdemarsro.dk/pasta-alfredo/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/asparges-og-sauce-mousseline/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/espresso-martini/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/julesauce/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5833333333333334
https://www.valdemarsro.dk/noeddetaerte/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/pasta-med-squash/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/hjemmelavet-twix/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8888888888888888
https://www.valdemarsro.dk/mormordressing/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/broccolitaerte/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/panna-cotta-med-havtorn/,piskefløde,2.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5
https://www.valdemarsro.dk/one-pot-pasta-med-bacon-og-kylling/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8571428571428571
https://www.valdemarsro.dk/ravioli-opskrift/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/paprikagryde/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8333333333333334
https://www.valdemarsro.dk/muslinger-moules-frites/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.7272727272727273
https://www.valdemarsro.dk/frisk-pasta-med-svampe-bacon-og-tomater/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/hjemmelavet-rocky-road-is/,piskefløde,3.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6
https://www.valdemarsro.dk/torskefad-med-rejer-og-skaldyrsdressing/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6818181818181818
https://www.valdemarsro.dk/chokolademousse/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.4
https://www.valdemarsro.dk/tomatsuppe-opskrift/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.8260869565217391
https://www.valdemarsro.dk/chokoladeroulade-med-baileys/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.4285714285714285
https://www.valdemarsro.dk/chorizosuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7272727272727273
https://www.valdemarsro.dk/tikka-chicken-masala/,piskefløde,2.0,spsk,True,ml,0.0,500.0,27.0,500.0,0.8947368421052632
https://www.valdemarsro.dk/boefsandwich/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.5555555555555556
https://www.valdemarsro.dk/paere-belle-helene/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/vikingegryde/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.8888888888888888
https://www.valdemarsro.dk/vandbakkelser-med-vaniljecreme/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.6428571428571429
https://www.valdemarsro.dk/pandesovs-brun-sovs/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.4
https://www.valdemarsro.dk/raacreme-til-frugtsalat/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.4615384615384615
https://www.valdemarsro.dk/bananbroed/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7857142857142857
https://www.valdemarsro.dk/one-pot-tortellini-suppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/champignonsuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/squashsuppe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.9230769230769232
https://www.valdemarsro.dk/scones/,piskefløde,2.0,spsk,True,ml,0.0,500.0,27.0,500.0,0.75
https://www.valdemarsro.dk/hasselnoeddekurv/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7
https://www.valdemarsro.dk/paprikasauce/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7692307692307693
https://www.valdemarsro.dk/farserede-peberfrugter/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.9285714285714286
https://www.valdemarsro.dk/pebernoedder/,piskefløde,0.25,dl,True,ml,0.0,500.0,27.0,500.0,0.6363636363636364
https://www.valdemarsro.dk/blaabaertrifli/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.5714285714285714
https://www.valdemarsro.dk/parfait/,piskefløde,2.5,dl,True,ml,0.0,500.0,27.0,500.0,0.75
https://www.valdemarsro.dk/saltkaramel/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/oellebroed/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/gryderet-med-kylling/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.8333333333333334
https://www.valdemarsro.dk/grillede-guleroedder/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,0.9
https://www.valdemarsro.dk/salt-karamel-is/,piskefløde,3.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7142857142857143
https://www.valdemarsro.dk/lakrids-floedeis/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.5
https://www.valdemarsro.dk/panna-cotta-med-appelsin/,piskefløde,0.375,dl,True,ml,0.0,500.0,27.0,500.0,0.3333333333333333
https://www.valdemarsro.dk/pandekagelagkage-med-chokolade/,piskefløde,2.5,dl,True,ml,0.0,500.0,27.0,500.0,0.7692307692307693
https://www.valdemarsro.dk/pandekagelagkage-med-chokolade/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.7692307692307693
https://www.valdemarsro.dk/pasta-med-svampe/,piskefløde,0.5,dl,True,ml,0.0,500.0,27.0,500.0,1.0
https://www.valdemarsro.dk/jordbaerlagkage/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6
https://www.valdemarsro.dk/blommegroed/,piskefløde,1.0,dl,True,ml,0.0,500.0,27.0,500.0,0.6
https://www.valdemarsro.dk/halloween-dessert/,piskefløde,1.5,dl,True,ml,0.0,500.0,27.0,500.0,0.4545454545454545
https://www.valdemarsro.dk/panna-cotta/,piskefløde,0.75,dl,True,ml,0.0,500.0,27.0,500.0,0.625
https://www.valdemarsro.dk/pandekagekage-med-hindbaer/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.6428571428571429
https://www.valdemarsro.dk/rabarber-eton-mess/,piskefløde,1.25,dl,True,ml,0.0,500.0,27.0,500.0,0.3333333333333333
https://www.valdemarsro.dk/julekarameller/,piskefløde,2.5,dl,True,ml,0.0,500.0,27.0,500.0,0.6666666666666666
https://www.valdemarsro.dk/pappardelle-med-svampe/,kantareller,75.0,g,True,g,0.0,52.0,20.0,208.0,1.0
https://www.valdemarsro.dk/hjemmelavede-skildpadder/,mørk rom,1.0,spsk,False,ml,0.0,200.0,750.0,200.0,0.3333333333333333
https://www.valdemarsro.dk/romkugler/,mørk rom,1.0,spsk,False,ml,0.0,200.0,750.0,200.0,0.2222222222222222
https://www.valdemarsro.dk/cocktail-med-bergamotte-og-gin/,gin,3.0,cl,False,ml,0.0,200.0,750.0,200.0,0.4
https://www.valdemarsro.dk/engelsk-julekage/,mørk rom,0.25,dl,False,ml,0.0,200.0,750.0,200.0,0.2857142857142857
