urls,amounts,units,ingredients,purchase_unit,spice,price,purchase_size,local_price,pareto,in_recipe,matches
https://www.valdemarsro.dk/blomkaalsgratin/,1.0,spsk,hvedemel,g,0.0,18.0,2000.0,18.0,True,False,0.25
https://www.valdemarsro.dk/blomkaalsgratin/,1.5,dl,mælk,ml,0.0,15.0,1000.0,15.0,True,False,0.25
https://www.valdemarsro.dk/blomkaalsgratin/,0.5,knivspids,muskatnød,,1.0,,,0.0,True,False,0.25
https://www.valdemarsro.dk/blomkaalsgratin/,2.0,stk,æg,stk,0.0,36.0,10.0,36.0,True,True,0.25
https://www.valdemarsro.dk/blomkaalsgratin/,25.0,g,parmesan,g,0.0,65.0,200.0,65.0,True,False,0.25
https://www.valdemarsro.dk/blomkaalsgratin/,0.25,dl,rasp,g,0.0,23.0,500.0,23.0,True,False,0.25
https://www.valdemarsro.dk/blomkaalsgratin/,250.0,g,blomkål,stk,0.0,30.0,1.0,30.0,True,False,0.25
https://www.valdemarsro.dk/pasta-med-graeskar/,250.0,g,hokkaido græskar,stk,0.0,25.0,1.0,25.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,25.0,g,valnødder,g,0.0,25.0,120.0,25.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,12.5,g,græskarkerner,g,0.0,22.0,250.0,22.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,1.5,stk,stængler frisk salvie,,,,,0.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,12.5,g,kapers,g,0.0,23.0,65.0,23.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,2.0,fed,hvidløg,fed,0.0,30.0,12.0,30.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,25.0,g,parmesan,g,0.0,65.0,200.0,65.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,0.25,stk,øko citron,,,,,0.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,200.0,g,linguine,,,,,0.0,True,False,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,12.5,g,smør,g,0.0,12.0,5.0,36.0,True,True,0.1818181818181818
https://www.valdemarsro.dk/pasta-med-graeskar/,0.5,spsk,olivenolie,ml,0.0,160.0,1000.0,160.0,True,True,0.1818181818181818
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,1.0,dl,ananasjuice,,,,,0.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,0.5,spsk,æblecidereddike,ml,0.0,53.0,750.0,53.0,True,True,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,1.0,spsk,ketchup,g,0.0,46.0,580.0,46.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,0.5,spsk,brun farin,g,0.0,21.0,500.0,21.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,0.5,spsk,ingefær,g,0.0,15.0,200.0,15.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,0.5,spsk,soja,ml,0.0,21.0,250.0,21.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,0.5,spsk,majsstivelse,g,0.0,35.0,250.0,35.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,125.0,g,halloumi,,,,,0.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,0.5,stk,løg,stk,0.0,15.0,6.0,15.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,1.0,fed,hvidløg,fed,0.0,30.0,12.0,30.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,1.0,stk,rød peberfrugt,stk,0.0,20.0,3.0,20.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,200.0,g,blomkål,stk,0.0,30.0,1.0,30.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,0.5,spsk,olivenolie,ml,0.0,160.0,1000.0,160.0,True,True,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,1.5,dl,basmati ris,g,0.0,41.0,500.0,41.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,1.5,stk,forårsløg,stk,0.0,14.0,4.0,14.0,True,False,0.125
https://www.valdemarsro.dk/blomkaal-og-halloumi-i-sursoed-sauce/,0.5,spsk,sesamfrø,g,0.0,20.0,250.0,20.0,True,False,0.125
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,1.0,tsk,stødt spidskommen,stk,1.0,0.0,1.0,0.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,tsk,stødt koriander,stk,1.0,0.0,1.0,0.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,tsk,stødt kardemomme,,1.0,,,0.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,tsk,stødt ingefær,stk,1.0,0.0,1.0,0.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.25,tsk,cayenne peber,stk,1.0,0.0,1.0,0.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,tsk,kanel,stk,1.0,0.0,1.0,0.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,stk,rødløg,stk,0.0,12.0,7.0,12.0,True,True,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,1.0,fed,hvidløg,fed,0.0,30.0,12.0,30.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,200.0,g,butternut squash,,,,,0.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,2.0,stk,gulerod,stk,0.0,20.0,8.0,20.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,1.0,stk,dåser hakkede tomater,,,,,0.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,1.5,dl,grøntsagsbouillon,g,0.0,45.0,200.0,45.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,stk,broccoli,g,0.0,16.0,400.0,16.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,stk,squash,stk,0.0,8.0,1.0,8.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,dåse,kikærter,g,0.0,15.0,400.0,15.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.25,stk,citron,stk,0.0,15.0,6.0,15.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,spsk,olivenolie,ml,0.0,160.0,1000.0,160.0,True,True,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,dl,cremefraiche 8 %,,,,,0.0,,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,0.5,håndfuld,bredbladet persille,g,0.0,21.0,180.0,21.0,True,False,0.1
https://www.valdemarsro.dk/groentsagsgryde-med-kikaerter/,1.5,dl,ris,,,,,0.0,True,False,0.1
https://www.valdemarsro.dk/graeskarmuffins/,100.0,g,smør,g,0.0,12.0,5.0,240.0,True,True,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,62.5,g,sukker,g,0.0,25.0,1000.0,25.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,37.5,g,brun farin,g,0.0,21.0,500.0,21.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,1.5,stk,æg,stk,0.0,36.0,10.0,36.0,True,True,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,100.0,g,hvedemel,g,0.0,18.0,2000.0,18.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,1.0,tsk,bagepulver,stk,1.0,0.0,1.0,0.0,False,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,0.5,knivspids,salt,g,1.0,,,,True,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,0.5,tsk,kanel,stk,1.0,0.0,1.0,0.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,0.5,tsk,stødt kardemomme,,1.0,,,0.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,0.5,knivspids,stødt nellike,stk,1.0,0.0,1.0,0.0,False,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,200.0,g,hokkaido græskar,stk,0.0,25.0,1.0,25.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,85.0,g,flormelis,g,0.0,16.0,500.0,16.0,False,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,75.0,g,flødeost,g,0.0,20.0,150.0,20.0,False,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,0.5,knivspids,farvepasta,,,,,0.0,False,False,0.1333333333333333
https://www.valdemarsro.dk/graeskarmuffins/,0.5,knivspids,rålakridspulver,,1.0,,,0.0,False,False,0.1333333333333333
https://www.valdemarsro.dk/vegetar-taco/,150.0,g,blomkål,stk,0.0,30.0,1.0,30.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,spsk,olivenolie,ml,0.0,160.0,1000.0,160.0,True,True,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,tsk,røget paprika,stk,1.0,0.0,1.0,0.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,tsk,sød paprika,,1.0,,,0.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,stk,mango,g,0.0,15.0,250.0,15.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,2.5,stk,cherrytomater,g,0.0,15.0,250.0,15.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,stk,forårsløg,stk,0.0,14.0,4.0,14.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,37.5,g,agurk,stk,0.0,9.0,1.0,9.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,håndfuld,frisk koriander,stk,1.0,0.0,1.0,0.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.25,stk,rød chili,stk,0.0,5.0,1.0,5.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,stk,øko lime,,,,,0.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,4.0,stk,tortillas pandekager,stk,0.0,30.0,6.0,30.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,30.0,g,baby spinat,g,0.0,20.0,100.0,20.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,1.0,stk,avocado,stk,0.0,5.0,35.0,5.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,spsk,sesamfrø,g,0.0,20.0,250.0,20.0,True,False,0.0625
https://www.valdemarsro.dk/vegetar-taco/,0.5,stk,lime,stk,0.0,1.0,5.0,1.0,True,False,0.0625
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,200.0,g,hakket oksekød,g,0.0,52.0,400.0,52.0,False,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,0.5,stk,løg,stk,0.0,15.0,6.0,15.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,1.5,fed,hvidløg,fed,0.0,30.0,12.0,30.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,0.75,stk,stødt spidskommen,stk,1.0,0.0,1.0,0.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,0.75,tsk,sød paprika,,1.0,,,0.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,150.0,g,gulerod,stk,0.0,20.0,8.0,20.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,100.0,g,squash,stk,0.0,8.0,1.0,8.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,200.0,g,spidskål,stk,0.0,15.0,1.0,15.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,0.5,dl,piskefløde,ml,0.0,500.0,27.0,500.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,1.0,dl,grøntsagsbouillon,g,0.0,45.0,200.0,45.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,50.0,g,cheddar ost,g,0.0,24.0,125.0,24.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,0.5,dl,persille,g,0.0,21.0,180.0,21.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,0.25,tsk,chiliflager,,1.0,,,0.0,True,False,0.0
https://www.valdemarsro.dk/kaalfad-med-hakket-oksekoed/,0.5,spsk,sesamfrø,g,0.0,20.0,250.0,20.0,True,False,0.0
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,1.5,fed,hvidløg,fed,0.0,30.0,12.0,30.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,1.5,dl,basmati ris,g,0.0,41.0,500.0,41.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,2.5,dl,vand,stk,1.0,0.0,0.0,0.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,håndfuld,persille,g,0.0,21.0,180.0,21.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.25,tsk,salt,g,1.0,,,,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,tsk,olivenolie,ml,0.0,160.0,1000.0,160.0,True,True,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,150.0,g,blomkål,stk,0.0,30.0,1.0,30.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,dåse,kikærter,g,0.0,15.0,400.0,15.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,stk,løg,stk,0.0,15.0,6.0,15.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,tsk,røget paprika,stk,1.0,0.0,1.0,0.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,tsk,stødt gurkemeje,,1.0,,,0.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,tsk,stødt spidskommen,stk,1.0,0.0,1.0,0.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.25,tsk,chiliflager,,1.0,,,0.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,15.0,g,mayonnaise,g,0.0,40.0,350.0,40.0,True,True,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,1.0,dl,cremefraiche 18 %,,,,,0.0,,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,spsk,ingefær,g,0.0,15.0,200.0,15.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,stk,øko lime,,,,,0.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,37.5,g,baby spinat,g,0.0,20.0,100.0,20.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,0.5,stk,mango,g,0.0,15.0,250.0,15.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,1.0,stk,forårsløg,stk,0.0,14.0,4.0,14.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/bowl-med-spicy-blomkaal/,10.0,g,sesamfrø,g,0.0,20.0,250.0,20.0,True,False,0.0952380952380952
https://www.valdemarsro.dk/graeskarkage/,87.5,g,smør,g,0.0,12.0,5.0,216.0,True,True,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,50.0,g,sukker,g,0.0,25.0,1000.0,25.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,37.5,g,brun farin,g,0.0,21.0,500.0,21.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,1.5,stk,æg,stk,0.0,36.0,10.0,36.0,True,True,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,100.0,g,hvedemel,g,0.0,18.0,2000.0,18.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,1.0,tsk,bagepulver,stk,1.0,0.0,1.0,0.0,False,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,0.5,tsk,kanel,stk,1.0,0.0,1.0,0.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,0.5,tsk,stødt kardemomme,,1.0,,,0.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,0.5,knivspids,stødt nellike,stk,1.0,0.0,1.0,0.0,False,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,0.5,knivspids,salt,g,1.0,,,,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,150.0,g,hokkaido græskar,stk,0.0,25.0,1.0,25.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,100.0,g,flødeost,g,0.0,20.0,150.0,20.0,False,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,1.5,spsk,ahornsirup,ml,0.0,43.0,250.0,43.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,0.5,stk,øko appelsin,,,,,0.0,False,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,10.0,g,valnødder,g,0.0,25.0,120.0,25.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,5.0,g,pistaciekerner,,,,,0.0,False,False,0.1176470588235294
https://www.valdemarsro.dk/graeskarkage/,10.0,g,hasselnødder,g,0.0,25.0,150.0,25.0,True,False,0.1176470588235294
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,125.0,g,blomkål,stk,0.0,30.0,1.0,30.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,0.5,tsk,røget paprika,stk,1.0,0.0,1.0,0.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,0.5,knivspids,kanel,stk,1.0,0.0,1.0,0.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,1.0,stk,appelsin,stk,0.0,27.0,10.0,27.0,False,False,0.1111111111111111
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,35.0,g,baby spinat,g,0.0,20.0,100.0,20.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,0.25,stk,spidskål,stk,0.0,15.0,1.0,15.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,0.5,stk,avocado,stk,0.0,5.0,35.0,5.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,0.5,spsk,sesamfrø,g,0.0,20.0,250.0,20.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/roeget-paprikablomkaal-og-appelsinsalat/,1.5,spsk,olivenolie,ml,0.0,160.0,1000.0,160.0,True,True,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,1.5,spsk,teriyaki,,,,,0.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,spsk,soja,ml,0.0,21.0,250.0,21.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,fed,hvidløg,fed,0.0,30.0,12.0,30.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,spsk,brun farin,g,0.0,21.0,500.0,21.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,tsk,ingefær,g,0.0,15.0,200.0,15.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,tsk,æblecidereddike,ml,0.0,53.0,750.0,53.0,True,True,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,spsk,sesamolie,ml,0.0,85.0,500.0,85.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,300.0,g,laksefilet,,,,,0.0,False,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,12.5,g,sesamfrø,g,0.0,20.0,250.0,20.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,2.0,stk,gulerod,stk,0.0,20.0,8.0,20.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,200.0,g,spidskål,stk,0.0,15.0,1.0,15.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,200.0,g,pak choy,,,,,0.0,False,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,dl,grøntsagsbouillon,g,0.0,45.0,200.0,45.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,spsk,rød karrypasta,,,,,0.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,1.0,spsk,olivenolie,ml,0.0,160.0,1000.0,160.0,True,True,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,1.5,dl,basmati ris,g,0.0,41.0,500.0,41.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,stk,lime,stk,0.0,1.0,5.0,1.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/teriyaki-laks-med-sesam-og-groent/,0.5,håndfuld,frisk koriander,stk,1.0,0.0,1.0,0.0,True,False,0.1111111111111111
https://www.valdemarsro.dk/hoisin-nudler-med-groent-og-aeg/,2.5,spsk,hoisin sauce,,,,,0.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/hoisin-nudler-med-groent-og-aeg/,0.5,spsk,soja,ml,0.0,21.0,250.0,21.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/hoisin-nudler-med-groent-og-aeg/,1.0,fed,hvidløg,fed,0.0,30.0,12.0,30.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/hoisin-nudler-med-groent-og-aeg/,0.5,tsk,sriracha chilisauce,ml,0.0,45.0,450.0,45.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/hoisin-nudler-med-groent-og-aeg/,0.5,stk,lime,stk,0.0,1.0,5.0,1.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/hoisin-nudler-med-groent-og-aeg/,1.0,spsk,sesamolie,ml,0.0,85.0,500.0,85.0,True,False,0.1333333333333333
https://www.valdemarsro.dk/hoisin-nudler-med-groent-og-aeg/,1.0,stk,gulerod,stk,0.0,20.0,8.0,20.0,True,False,0.1333333333333333
